Team,Player,Position,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Rating_Source
Turkey,Umut Nayir,FWD,72,82,66,60,70,34,66,Estimated
Turkey,Semih Kilicsoy,FWD,76,84,72,66,74,36,68,Official
Turkey,Yilmaz Gok,FWD,69,76,62,58,64,30,62,Estimated
Turkey,Muhammed Sengezer,FWD,67,74,58,56,60,28,60,Estimated
Uruguay,Sergio Rochet,GK,80,76,60,62,72,16,78,Official
Uruguay,Sebastian Sosa,GK,74,68,52,56,64,12,72,Official
Uruguay,Santiago Mele,GK,72,66,50,54,60,10,70,Estimated
Uruguay,Jose Maria Gimenez,DEF,85,78,54,70,74,86,82,Official
Uruguay,Ronald Araujo,DEF,86,80,54,70,74,88,84,Official
Uruguay,Sebastian Caceres,DEF,77,72,48,62,66,78,76,Official
Uruguay,Mathias Olivera,DEF,80,84,58,72,76,78,72,Official
Uruguay,Martin Caceres,DEF,73,70,44,60,62,72,70,Official
Uruguay,Guillermo Varela,DEF,73,76,48,62,66,70,70,Official
Uruguay,Santiago Bueno,DEF,76,72,48,62,66,76,74,Official
Uruguay,Facundo Gonzalez,DEF,74,72,46,60,64,74,72,Estimated
Uruguay,Joaquin Piquerez,DEF,75,78,50,66,68,74,70,Official
Uruguay,Lucas Torreira,MID,81,72,66,78,76,80,76,Official
Uruguay,Rodrigo Bentancur,MID,84,76,72,82,82,74,76,Official
Uruguay,Manuel Ugarte,MID,83,82,66,78,78,82,80,Official
Uruguay,Federico Valverde,MID,88,86,80,86,86,74,82,Official
Uruguay,Nicolas De La Cruz,MID,82,78,72,82,84,56,68,Official
Uruguay,Facundo Pellistri,MID,76,88,68,70,76,48,64,Official
Uruguay,Mathias Valverde,MID,72,76,62,66,70,54,64,Estimated
Uruguay,Darwin Nunez,FWD,87,96,86,74,82,42,76,Official
Uruguay,Luis Suarez,FWD,82,70,86,78,82,40,72,Official
Uruguay,Maximiliano Araujo,FWD,78,88,72,68,76,38,66,Official
Uruguay,Brian Rodriguez,FWD,76,86,70,66,74,36,64,Official
Uruguay,Agustin Canobbio,FWD,74,82,68,64,72,34,64,Official
Uruguay,Maxi Gomez,FWD,75,74,74,60,68,36,76,Official
Uruguay,Giorgian De Arrascaeta,FWD,83,78,78,82,84,44,68,Official
USA,Matt Turner,GK,80,74,58,62,72,14,76,Official
USA,Patrick Schulte,GK,74,68,52,56,64,12,72,Estimated
USA,Ethan Horvath,GK,73,68,52,54,62,10,70,Official
USA,Sergiño Dest,DEF,79,86,58,74,76,72,68,Official
USA,Tim Ream,DEF,76,64,46,64,66,76,72,Official
USA,Miles Robinson,DEF,78,74,48,62,68,78,76,Official
USA,Walker Zimmerman,DEF,76,68,46,60,64,76,76,Official
USA,Joe Scally,DEF,74,78,50,64,68,70,68,Official
USA,Antonee Robinson,DEF,80,84,56,70,74,76,72,Official
USA,Cameron Carter-Vickers,DEF,76,72,48,60,64,76,74,Official
USA,Chris Richards,DEF,75,72,46,60,64,76,74,Official
USA,Sam Vines,DEF,72,74,46,60,62,70,68,Estimated
USA,Tyler Adams,MID,82,82,66,78,78,80,76,Official
USA,Weston McKennie,MID,81,80,70,76,78,72,80,Official
USA,Yunus Musah,MID,82,84,68,78,82,66,72,Official
USA,Gio Reyna,MID,80,80,74,80,82,54,66,Official
USA,Malik Tillman,MID,76,78,68,72,76,54,66,Official
USA,Luca de la Torre,MID,74,72,62,72,72,60,64,Official
USA,Johnny Cardoso,MID,76,76,62,72,72,72,72,Official
USA,Christian Pulisic,FWD,86,86,82,80,86,50,70,Official
USA,Tim Weah,FWD,78,90,72,68,74,38,64,Official
USA,Ricardo Pepi,FWD,78,78,78,64,72,38,74,Official
USA,Folarin Balogun,FWD,79,82,78,68,74,38,72,Official
USA,Josh Sargent,FWD,74,76,72,62,68,38,70,Official
USA,Freddie Tillman,FWD,68,78,62,56,62,30,60,Estimated
USA,Brenden Aaronson,FWD,78,84,70,72,76,46,66,Official
Uzbekistan,Utkir Yusupov,GK,74,68,52,56,62,12,72,Official
Uzbekistan,Otajon Ishniyozov,GK,68,62,46,50,56,10,66,Estimated
Uzbekistan,Sardor Jakhshibaev,GK,65,60,44,48,52,8,62,Estimated
Uzbekistan,Sherzod Nasrullayev,DEF,72,72,44,60,62,70,70,Official
Uzbekistan,Sanjar Tursunov,DEF,70,70,42,58,60,68,68,Estimated
Uzbekistan,Jasur Yakhshiboev,DEF,71,72,44,58,62,70,68,Estimated
Uzbekistan,Islom Tukhtahujaev,DEF,72,70,44,60,62,70,70,Official
Uzbekistan,Khojiakbar Alijonov,DEF,69,70,42,56,58,68,66,Estimated
Uzbekistan,Dostonbek Khamdamov,DEF,70,72,44,58,60,68,68,Estimated
Uzbekistan,Ruslan Nishonov,DEF,68,68,40,54,56,66,66,Estimated
Uzbekistan,Otabek Shukurov,MID,74,72,62,70,70,62,68,Official
Uzbekistan,Jaloliddin Masharipov,MID,76,76,68,74,76,52,64,Official
Uzbekistan,Bobur Abdikholiqov,MID,72,70,60,66,68,54,62,Official
Uzbekistan,Azizbek Turgunboev,MID,71,70,58,64,66,56,62,Estimated
Uzbekistan,Rustam Yusupov,MID,70,70,56,62,64,54,60,Estimated
Uzbekistan,Khojimat Erkinov,MID,72,74,60,66,68,56,62,Official
Uzbekistan,Abbosbek Fayzullaev,MID,78,80,68,74,78,52,64,Official
Uzbekistan,Jamshid Iskanderov,MID,69,68,56,62,64,52,60,Estimated
Uzbekistan,Eldor Shomurodov,FWD,77,76,74,66,70,36,70,Official
Uzbekistan,Ilhomjon Narzullaev,FWD,73,80,66,62,68,32,62,Official
Uzbekistan,Dostonbek Tursunov,FWD,70,78,62,58,64,30,60,Estimated
Uzbekistan,Shokir Shodiyev,FWD,69,74,60,56,62,28,58,Estimated
Uzbekistan,Otabek Nomozov,FWD,68,72,58,54,60,26,58,Estimated
Uzbekistan,Khusniddin Aliboev,FWD,67,70,56,52,58,26,56,Estimated
